"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CPIFORECAST","TOT","AGRWTH","A","1964",29.4628232404142,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1965",13.548195729881,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1966",11.2613883737806,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1967",10.8824435225274,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1968",10.7718197562332,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1969",12.3895632678947,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1970",15.9503405556504,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1971",13.511708713909,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1972",11.6889850534944,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1973",3.22102594318573,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1974",24.3041981629792,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1975",25.2492642096251,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1976",15.327311512566,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1977",10.096674903542,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1978",14.4602824591797,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1979",18.323490625538,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1980",28.6976016953529,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1981",21.3516539235818,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1982",7.19084575797187,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1983",3.4206077821434,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1984",2.27395706219739,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1985",2.45911060433293,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1986",2.74998041324483,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1987",3.04965964703122,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1988",7.14610036895895,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1989",5.70016009040381,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1990",8.57327612978714,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1991",9.33279048161498,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1992",6.21328146355181,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1993",4.80099660215363,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1994",6.26585950039679,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1995",4.48074108557249,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1996",4.92454354292752,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1997",4.43893184574634,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1998",7.51358008079307,
"KOR","CPIFORECAST","TOT","AGRWTH","A","1999",0.81295725444632,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2000",2.25916580080159,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2001",4.06657587897791,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2002",2.76226210296597,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2003",3.51487451459932,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2004",3.59066298882592,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2005",2.7537916273503,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2006",2.24234028518928,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2007",2.53457382137932,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2008",4.67389655533401,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2009",2.75649654493927,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2010",2.93928652655692,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2011",4.02596500436095,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2012",2.18707104433314,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2013",1.30134754547409,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2014",1.27477446401325,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2015",0.706331772455456,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2016",0.971685739912509,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2017",1.94433230786347,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2018",1.47583935002697,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2019",0.383000303607481,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2020",0.537288023411795,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2021",2.49833333299798,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2022",5.21336887600256,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2023",3.90333594402607,
"KOR","CPIFORECAST","TOT","AGRWTH","A","2024",2.3302221049079,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1970",5.0033968913996,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1971",5.46902103887217,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1972",4.94368836270553,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1973",12.0819446403002,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1974",23.7840252661943,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1975",14.9445262103878,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1976",15.8247196968867,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1977",29.0641264799899,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1978",17.4572953654821,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1979",18.1912504331537,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1980",26.351647187368,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1981",27.9337610830782,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1982",58.9134272074055,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1983",101.874928910102,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1984",65.4488117875354,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1985",57.7484459417563,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1986",86.2333089005843,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1987",131.827397470707,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1988",114.162248368707,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1989",20.0078784770922,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1990",26.6516736234876,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1991",22.6623652786407,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1992",15.5078988749596,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1993",9.7514603718724,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1994",6.96581325607867,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1995",34.9992633008781,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1996",34.3783842740772,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1997",20.6256276072657,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1998",15.9283923627684,
"MEX","CPIFORECAST","TOT","AGRWTH","A","1999",16.5856192056458,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2000",9.49155992729563,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2001",6.36773668462769,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2002",5.03073253441131,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2003",4.54689794239726,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2004",4.68840714566343,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2005",3.98806073557598,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2006",3.62946322575928,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2007",3.96684962911707,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2008",5.12498169213451,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2009",5.29735712654762,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2010",4.15672783717606,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2011",3.40737961671286,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2012",4.11150854557406,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2013",3.80638982343257,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2014",4.01861720190999,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2015",2.72064126257002,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2016",2.82170775169717,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2017",6.04145582303516,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2018",4.89935096477271,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2019",3.63596121304368,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2020",3.39683415570015,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2021",5.68920847658054,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2022",8.02531624609949,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2023",5.71169117257096,
"MEX","CPIFORECAST","TOT","AGRWTH","A","2024",3.2732370010758,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1964",3.47490379373295,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1965",3.39748668159158,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1966",2.75547934831587,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1967",6.05692020550081,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1968",4.31192684008197,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1969",4.92524202165174,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1970",6.51718354222303,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1971",10.387565871768,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1972",6.93281085959727,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1973",8.16666626598273,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1974",11.1093990581013,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1975",14.684953667749,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1976",16.9068862957195,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1977",14.3835618251413,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1978",11.9565952563351,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1979",13.6995994497472,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1980",17.1505596655251,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1981",15.3701541669984,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1982",16.1636944154097,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1983",7.34107464934918,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1984",6.17125046558874,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1985",15.4176610380376,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1986",13.2133995688404,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1987",15.7442922363777,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1988",6.37525638701458,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1989",5.71599166477681,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1990",6.09843939113656,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1991",2.60239876042918,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1992",1.01455670167454,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1993",1.28820957608381,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1994",1.74537612861744,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1995",3.75494077917933,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1996",2.28571424238515,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1997",1.18715083833045,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1998",1.26524037415925,
"NZL","CPIFORECAST","TOT","AGRWTH","A","1999",-0.114266288773303,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2000",2.61523279599189,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2001",2.62582060036645,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2002",2.67709072115157,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2003",1.75357634573617,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2004",2.29024942334692,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2005",3.03702066022214,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2006",3.36540446809806,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2007",2.37614333662778,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2008",3.95894425130048,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2009",2.11565589221531,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2010",2.30202576769381,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2011",4.02790277235689,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2012",1.05991781376006,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2013",1.13441780001304,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2014",1.22751326034668,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2015",0.292703309026936,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2016",0.646237225422762,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2017",1.85078707072035,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2018",1.59829794991784,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2019",1.61963190184015,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2020",1.7145617000724,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2021",3.94112060747497,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2022",7.25853997826322,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2023",5.2309674045192,
"NZL","CPIFORECAST","TOT","AGRWTH","A","2024",3.16001088404958,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1961",2.15517241379316,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1962",5.27426160337547,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1963",2.47160988643956,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1964",5.8670143415906,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1965",4.18719211822669,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1966",3.25059101654859,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1967",4.57927876359472,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1968",3.44827586206856,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1969",2.96296296296308,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1970",10.6372045220965,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1971",6.2238736646541,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1972",7.25841714035851,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1973",7.41948634325325,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1974",9.41176470588254,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1975",11.689212625737,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1976",9.16149068322971,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1977",9.10384068278805,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1978",8.16166883963499,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1979",4.50972133815622,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1980",10.878661087866,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1981",13.6429608127722,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1982",11.3409961685823,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1983",8.46524432209225,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1984",6.21827411167515,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1985",5.71485463983637,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1986",7.15900527505651,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1987",8.75527426160339,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1988",6.67636598771419,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1989",4.56129716623732,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1990",4.10144927536233,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1991",3.43867464847554,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1992",2.34185733512786,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1993",2.27511835875854,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1994",1.40156872830142,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1995",2.46005579507988,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1996",1.23762376237623,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1997",2.57946210268948,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1998",2.2643308306519,
"NOR","CPIFORECAST","TOT","AGRWTH","A","1999",2.36569164433049,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2000",3.05100182149364,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2001",3.02695536897921,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2002",1.29744799485309,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2003",2.4452207049857,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2004",0.464972101673943,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2005",1.52216394117039,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2006",2.36044980245166,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2007",0.722486144101341,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2008",3.77321411024857,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2009",2.16835526938737,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2010",2.41890639481002,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2011",1.28495158809157,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2012",0.678995800947018,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2013",2.11198864140563,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2014",2.06830624837055,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2015",2.17113665389528,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2016",3.55833333333334,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2017",1.8749497062847,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2018",2.72511848341231,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2019",2.17608612072279,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2020",1.30192655027093,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2021",3.48413936557465,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2022",5.71892623865557,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2023",4.54230454480946,
"NOR","CPIFORECAST","TOT","AGRWTH","A","2024",3.18591524678383,
"POL","CPIFORECAST","TOT","AGRWTH","A","1990",567.878772115291,
"POL","CPIFORECAST","TOT","AGRWTH","A","1991",76.7695099818508,
"POL","CPIFORECAST","TOT","AGRWTH","A","1992",46.0985626283373,
"POL","CPIFORECAST","TOT","AGRWTH","A","1993",36.9641602248765,
"POL","CPIFORECAST","TOT","AGRWTH","A","1994",32.9912775782453,
"POL","CPIFORECAST","TOT","AGRWTH","A","1995",27.9513888888891,
"POL","CPIFORECAST","TOT","AGRWTH","A","1996",19.7949645710838,
"POL","CPIFORECAST","TOT","AGRWTH","A","1997",14.9131638560282,
"POL","CPIFORECAST","TOT","AGRWTH","A","1998",11.5978534662141,
"POL","CPIFORECAST","TOT","AGRWTH","A","1999",7.15407262021578,
"POL","CPIFORECAST","TOT","AGRWTH","A","2000",9.90017400860883,
"POL","CPIFORECAST","TOT","AGRWTH","A","2001",5.40833333333337,
"POL","CPIFORECAST","TOT","AGRWTH","A","2002",1.90528895564868,
"POL","CPIFORECAST","TOT","AGRWTH","A","2003",0.682699767261449,
"POL","CPIFORECAST","TOT","AGRWTH","A","2004",3.38264755740484,
"POL","CPIFORECAST","TOT","AGRWTH","A","2005",2.18379667585895,
"POL","CPIFORECAST","TOT","AGRWTH","A","2006",1.28469346538001,
"POL","CPIFORECAST","TOT","AGRWTH","A","2007",2.45874312385392,
"POL","CPIFORECAST","TOT","AGRWTH","A","2008",4.1649719352477,
"POL","CPIFORECAST","TOT","AGRWTH","A","2009",3.79539242483404,
"POL","CPIFORECAST","TOT","AGRWTH","A","2010",2.58069370250552,
"POL","CPIFORECAST","TOT","AGRWTH","A","2011",4.23940149625925,
"POL","CPIFORECAST","TOT","AGRWTH","A","2012",3.56037151702781,
"POL","CPIFORECAST","TOT","AGRWTH","A","2013",0.99198260633261,
"POL","CPIFORECAST","TOT","AGRWTH","A","2014",0.0538213132398616,
"POL","CPIFORECAST","TOT","AGRWTH","A","2015",-0.874125874126021,
"POL","CPIFORECAST","TOT","AGRWTH","A","2016",-0.664767331433824,
"POL","CPIFORECAST","TOT","AGRWTH","A","2017",2.07593553673859,
"POL","CPIFORECAST","TOT","AGRWTH","A","2018",1.81295156542661,
"POL","CPIFORECAST","TOT","AGRWTH","A","2019",2.22747880938301,
"POL","CPIFORECAST","TOT","AGRWTH","A","2020",3.37446972618583,
"POL","CPIFORECAST","TOT","AGRWTH","A","2021",5.05502704876148,
"POL","CPIFORECAST","TOT","AGRWTH","A","2022",14.1657461866784,
"POL","CPIFORECAST","TOT","AGRWTH","A","2023",10.7748047404031,
"POL","CPIFORECAST","TOT","AGRWTH","A","2024",6.6480975917735,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1961",2.1579719254138,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1962",4.76620180475801,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1963",2.87174066243833,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1964",3.38766150977156,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1965",5.01276889451284,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1966",6.40481292092205,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1967",4.28931459915356,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1968",1.93996801968897,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1969",2.69517245959188,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1970",7.01636598861643,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1971",7.39554145739775,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1972",6.00739068222669,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1973",6.71799587013486,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1974",9.91172366577435,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1975",9.77987753378372,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1976",10.2492222323738,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1977",11.4418052878112,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1978",9.99526448441595,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1979",7.20978596754021,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1980",13.7063228270796,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1981",12.10393853026,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1982",8.5891850904711,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1983",8.87302152363222,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1984",8.04424238994426,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1985",7.37257458126234,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1986",4.23591011089797,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1987",4.18857151771362,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1988",5.82489868439445,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1989",6.44327587426601,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1990",10.3665533879493,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1991",9.44462732944193,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1992",2.37436725111883,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1993",4.72817304626051,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1994",2.15813800724626,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1995",2.45514857818396,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1996",0.533131978766236,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1997",0.658410256243605,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1998",-0.267132668355023,
"SWE","CPIFORECAST","TOT","AGRWTH","A","1999",0.462175756339167,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2000",0.899143734041736,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2001",2.4059583414543,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2002",2.15848213589264,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2003",1.92565534892394,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2004",0.373659828721798,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2005",0.453170852576118,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2006",1.36021468627689,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2007",2.21216883436736,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2008",3.43704910602875,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2009",-0.494460544377988,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2010",1.1579880271562,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2011",2.96115073822136,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2012",0.888377506923984,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2013",-0.0442929701489473,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2014",-0.179638494114784,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2015",-0.0467847449830219,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2016",0.984269244577948,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2017",1.79449904665604,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2018",1.95353530127015,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2019",1.78415097403861,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2020",0.49736731885302,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2021",2.16319736404166,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2022",8.2667103604118,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2023",6.98640121103595,
"SWE","CPIFORECAST","TOT","AGRWTH","A","2024",2.30594345054218,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1964",3.08055390050995,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1965",3.41447717219569,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1966",4.77598159493542,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1967",4.00519972443412,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1968",2.39582065517604,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1969",2.4890280698546,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1970",3.61599486137515,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1971",6.57322065857057,
"CHE","CPIFORECAST","TOT","AGRWTH","A","1972",6.66000161577001,
